143-10 SPRINGFIELD BOULEVARD
85-28 BRITTON AVENUE
2675 EAST  29 STREET
159-01 59 AVENUE
250 KRAMER AVENUE
231-02 67 AVENUE
350 CONEY ISLAND AVENUE
23-15 NEWTOWN AVENUE
450 PACIFIC STREET
70-10 164 STREET
300 WYONA STREET
700 EAST 179 STREET
25 WEST 195 STREET
2641 GRAND CONCOURSE
153 35th St.
5909 BEVERLY ROAD
216 CLAWSON STREET
88-07 102ND STREET
920 EAST 167 STREET
28-04 41 AVENUE
500 WEST 138 STREET
916 EAGLE AVENUE
455 HUGUENOT AVENUE
5404 TILDEN AVENUE
54-40 74TH STREET
8010 12 AVENUE
4812 9TH AVENUE
148-15 230 STREET
84 SCHAEFER STREET
216 EAST 120 STREET
425 WEST 33RD STREET
41-15 104 STREET
360 WEST 230 STREET
3630 THIRD AVENUE
187-01 FOCH BOULEVARD
60-85 CATALPA AVENUE
160 WEST  78 STREET
125 EAST 181 STREET
195 SANFORD STREET
4011 MONTICELLO AVENUE
109-59 INWOOD STREET
1155 CROMWELL AVENUE
7805 7 AVENUE
121-15 LUCAS STREET
6302 9TH AVENUE
251 MCDOUGAL STREET
209 YORK STREET
1970 WEST FARMS ROAD
560 THIERIOT AVENUE
362 SCHERMERHORN STREET
126-10 BEDELL STREET
645 MAIN STREET
600 KINGSTON AVENUE
90-01 SUTPHIN BOULEVARD
133-25 GUY R BREWER BOULEVARD
21-21 DITMARS BOULEVARD
1257 OGDEN AVENUE
12-18 ELLWOOD STREET
63-25 MAIN STREET
700 CORTELYOU ROAD
755 EAST  100 STREET
211 72 STREET
3109 NEWKIRK AVENUE
261 EAST 163 STREET
232 EAST 103 STREET
3151 STONEY STREET
270 EAST 167 STREET
2589 7 AVENUE
122 AMSTERDAM AVENUE
1861 ANTHONY AVENUE
105-25 HORACE HARDING EXPY N
90-07 101ST AVENUE
1119 BEDFORD AVENUE
314 PACIFIC STREET
275 HARLEM RIVER PARK BRIDGE
126-10 109 AVENUE
1330 BRISTOW STREET
2452 WASHINGTON AVENUE
1120 EAST  10 STREET
475 EAST   57 STREET
128-02 7 AVENUE
1458 YORK AVENUE
145 WEST  84 STREET
158-40 76 ROAD
5010 6 AVENUE
6302 AVENUE U
334 GREENWICH STREET
50-40 JACOBUS STREET
696 JAMAICA AVENUE
2424 BATCHELDER STREET
2707 ALBEMARLE ROAD
1860 FOREST AVENUE
74-30 COMMONWEALTH BLVD
85-11 102 STREET
71 HESTER STREET
143-26 101 AVENUE
148-20 REEVES AVENUE
2246 JEROME AVENUE
114 KOSCIUSKO STREET
101 PARK AVENUE
757 CAULDWELL AVENUE
425 EAST 35TH STREET
98-50 50 AVENUE
976 SENECA AVENUE
1501 JEROME AVENUE
345 VAN SICKLEN STREET
244 WEST 144 STREET
203-02 109 AVENUE
60 FOOTE AVENUE
269-01 76th Avenue
684 LINDEN BOULEVARD
21 JUMEL PLACE
89-02 32 AVENUE
6 EDGECOMBE AVENUE
850 BAYCHESTER AVENUE
2609 EAST  7 STREET
380 GENESEE AVENUE
90 TRINITY PLACE
63-55 102ND STREET
34-65 192 STREET
131 EAST 104 STREET
26-01 MOTT AVENUE
285 DELANCY STREET
1225 69 STREET
443 ST MARKS AVENUE
17-15 WEIRFIELD STREET
125 COVERT STREET
211-45 46 ROAD
200 LINWOOD STREET
210 WEST  61 STREET
511 7 AVENUE
1100 EAST NEW YORK AVENUE
163 WEST  97 STREET
260 W KINGSBRIDGE RD
200 CITY ISLAND AVENUE
1855 STILLWELL AVENUE
560 EAST 179 STREET
30-20 THOMSON AVENUE
1640 BRONXDALE AVE
80-51 261 STREET
94-06 104TH STREET
557 PENNSYLVANIA AVENUE
1200 MANOR ROAD
421 EAST  88 STREET
1000 EAST TREMONT AVENUE
500 WEST 160 STREET
532 ALBANY AVENUE
132-15 218 STREET
153 35TH STREET
145 PENNSYLVANIA AVENUE
315 EAST 113 STREET
131-10 97 AVENUE
984 FAILE STREET
2880 KINGSBRIDGE TERRACE
85-05 144 STREET
525 CONVENT ROAD
317 EAST  67 STREET
211 DANIEL LOW TERRACE
71 SULLIVAN STREET
610 HENRY STREET
36-36 10 STREET
345 CHAMBERS STREET
5550 RIVERDALE AVENUE
248-05 86 AVENUE
55 EAST 120 STREET
12 SPRUCE STREET
196-25 PECK AVENUE
98-01 25 AVENUE
58-20 UTOPIA PARKWAY
54 OSBORNE STREET
48-29 37TH STREET
1919 PROSPECT AVENUE
681 KELLY STREET
555 PAGE AVENUE
142-10 LINDEN BOULEVARD
1186 CARROLL STREET
14-30 BROADWAY
46 MCKEEVER PLACE
104 SUTTER AVENUE
103 WEST 107 STREET
825 HICKSVILLE ROAD
445 CASTLETON AVENUE
900 TINTON AVENUE
208 NORTH  5 STREET
71-111 CONVENT AVE
85-15 258 STREET
45-10 94TH STREET
3617 BAINBRIDGE AVENUE
750 JENNINGS STREET
700 SUTTER AVENUE
21-16 44TH ROAD
108 MONTROSE AVENUE
301 VERMONT STREET
200 NEDRA LANE
1001 HERKIMER STREET
1375 MACE AVENUE
490 FENIMORE STREET
167-01 GOTHIC DRIVE
4124 9 AVENUE
820 HANCOCK STREET
760 PROSPECT PLACE
85 WATKINS STREET
900 ADEE AVENUE
2045 LINDEN BOULEVARD
57-40 MARATHON PARKWAY
86-10 114 STREET
94-50 159 STREET
188-04 91ST AVENUE
50-05 31 AVENUE
1137 HERKIMER STREET
103-22 99 STREET
200 MONROE STREET
142-30 BARCLAY AVENUE
70-35 150 STREET
183 SOUTH  3 STREET
49 FLATBUSH AVENUE EXTENSION
350 AVENUE X
2529 GERRITSEN AVENUE
75-02 162 STREET
1023 NEW YORK AVENUE
757 WORTMAN AVENUE
70 OCEAN PARKWAY
175 WEST 134 STREET
402 EASTERN PARKWAY
228 AVENUE S
123 RIDGE STREET
222 WEST 134 STREET
525 WEST  50TH STREET
500 19TH STREET
443 WEST 135 STREET
1070 EAST  83 STREET
67-54 80 STREET
65-10 DIETERLE CRESCENT
1111 PUGSLEY AVENUE
333 EAST  4 STREET
501 WEST 165TH
207-11 89 AVENUE
525 LENOX ROAD
370 FOUNTAIN AVENUE
88 WOODBINE STREET
521 WEST AVENUE
790 EAST NEW YORK AVENUE
410 EAST 100 STREET
84-40 101 STREET
165 BROWN PLACE
10-45 NAMEOKE STREET
110 EAST  88 STREET
1535 STORY AVENUE
990 DEKALB AVENUE
57-12 94 STREET
590 SIXTH AVENUE
67-01 110 STREET
2929 WEST  30 STREET
80-55 CORNISH AVENUE
37-11 21 AVENUE
1710 WEBSTER AVENUE
220 EAST  76 STREET
425 HENRY STREET
2987 FREDERICK DGLS BLVD
37-02 47 AVENUE
198 FORSYTH STREET
444 WEST 56 STREET
885 BOLTON AVENUE
138-01 77 AVENUE
161 PARK AVENUE
1550 CROTONA PARK EAST
4801 AVENUE D
1950 SEDGWICK AVENUE
111 EAST  33RD STREET
231-249 EAST 56 STREET
67-25 51 ROAD
323 EAST 91 STREET
875 WILLIAMS AVENUE
1060 WILLOWBROOK ROAD
58-74 57 STREET
171-05 137 AVENUE
147-27 15 DRIVE
8601 RIDGE BOULEVARD
330 SMITH STREET
1801 AVENUE Y
74-20 COMMONWEALTH BLVD
130 ROCHESTER AVENUE
86-35 235 COURT
34-74 113 STREET
1695 SEWARD AVENUE
58 SUMMIT STREET
109-10 47 AVENUE
53-11 SPRINGFIELD BOULEVARD
888 REV J A POLITE AVE
1980 LAFAYETTE AVENUE
468 EAST 140 STREET
1270 HUGUENOT AVENUE
1001 JENNINGS STREET
2195 ANDREWS AVENUE
528 RIDGEWOOD AVENUE
290 ST MARKS PLACE
1084 LENOX ROAD
220 HENRY STREET
85-52 85 STREET
610 BALTIC STREET
425 WEST 130 STREET
170-45 84 AVENUE
127 EAST  22 STREET
4211 14 AVENUE
763 KNICKERBOCKER AVENUE
465 NEW DORP LANE
3540 BIVONA STREET
370 WEST 120 STREET
2474 CROTONA AVENUE
40 DIVISION STREET
215 WEST 114 STREET
502 MORRIS AVENUE
330 CROWN STREET
3000 WEST 1 STREET
171-11 35 AVENUE
977 FOX STREET
3000 AVENUE X
229-02 137 AVENUE
163-15 21 ROAD
1875 EAST  17 STREET
173 CONOVER STREET
8 HENRY STREET
341 EAST 207 STREET
293 EAST BROADWAY
34-20 94TH STREET
141 EAST 111 STREET
411 THATFORD AVENUE
400 ASHFORD STREET
528 ACADEMY AVENUE
194 HARMAN STREET
1716 SOUTHERN BOULEVARD
321 PALMETTO STREET
123 WEST  43 STREET
36-41 28 STREET
2750 THROOP AVENUE
401 WEST 164 STREET
145 STANTON STREET
39-20 48 AVENUE
501 WEST AVENUE
1680 LEXINGTON AVENUE
31-15 140 STREET
145-00 SPRINGFIELD BOULEVARD
4108 VICTORY BOULEVARD
1701 FULTON AVENUE
427 38 STREET
535 EAST 119 STREET
125 STUYVESANT AVENUE
925 ASTOR AVENUE
100 AMSTERDAM AVENUE
134-01 CRONSTON AVENUE
40-20 235 STREET
510 CLERMONT AVENUE
100 WEST  84 STREET
189-10 RADNOR ROAD
701 ST. ANNS AVENUE
97-25 108 STREET
80 MONROE AVENUE
500 EAST FORDHAM ROAD
730 CONCOURSE VILLAGE WEST
715 EAST 225 STREET
1598 TOWNSEND AVENUE
1925 STUART STREET
758 COURTLANDT AVENUE
120 WEST 231 STREET
122 HENRY STREET
171-10 LINDEN BOULEVARD
3301 QUENTIN ROAD
9301 AVENUE B
400 PENNSYLVANIA AVENUE
180 WADSWORTH AVENUE
250 WEST  18 STREET
730 EAST  12 STREET
107-01 OTIS AVENUE
131 AVENUE OF THE AMERICAS
116-25 GUY R BREWER BOULEVARD
300 Richmond Terrace
201-15 115 AVENUE
226 BRISTOL STREET
30-45 42 STREET
105 TECH PLACE
421 LINCOLN AVENUE
794 MONROE STREET
28-01 41 AVENUE
66-56 FOREST AVENUE
7002 4TH AVENUE
140 WEST 102 STREET
2310 GLENWOOD ROAD
65-11 155 STREET
1300 BOYNTON AVENUE
80 Underhill Ave
98-02 ROOSEVELT AVENUE
350 GRAND STREET
1020 ANDERSON AVENUE
1301 8 AVENUE
105 EAST 106 STREET
221 BROADWAY
1599 EAST  22 STREET
252-12 72 AVENUE
360 EAST 168 STREET
52 CHAMBERS STREET
98 GRANT STREET
800 BAYCHESTER AVENUE
185 ELLERY STREET
4715 18 AVENUE
300 ADELPHI STREET
153-33 SANFORD AVENUE
2100 LAFONTAINE AVENUE
4862 BROADWAY
574 DUMONT AVENUE
420 EAST 12 STREET
1307 CENTRAL AVENUE
35-01 UNION STREET
72 VERONICA PLACE
101 WALTON STREET
2100 WALTON AVENUE
22-45 41 STREET
700 BAYCHESTER AVENUE
185 1 AVENUE
78-23 87TH STREET
1581 VICTORY BOULEVARD
89-30 114 STREET
64-35 102 STREET
249 EAST 17TH STREET
89-30 114 STREET|94-25 117 Street
75 MESEROLE AVENUE
905 WINTHROP STREET
61-25 MARATHON PARKWAY
2057 LINDEN BOULEVARD
162-02 HILLSIDE AVENUE
1615 MADISON AVENUE
63-60 80th Street
650 HOLLYWOOD AVENUE
730 BRYANT AVENUE
2230 5 AVENUE
1070 CASTLE HILL AVENUE
153-23 83 STREET
2050 PROSPECT AVENUE
616 QUINCY STREET
1935 BUSSING AVENUE
76 LOTT AVENUE
280 REGIS DRIVE
160 EAST 120 STREET
5301 20 AVENUE
1245 WASHINGTON AVENUE
432 MONROE STREET
330 EAST  21 STREET
55 EAST  25 STREET
320 BEACH 104TH STREET
1691 WEEKS AVENUE
51 SAINT EDWARDS STREET
4200 16 AVENUE
3500 EDSON AVENUE
1065 ELTON STREET
325 BUSHWICK AVENUE
500 MACON STREET
330 DURANT AVENUE
360 KEAP STREET
330 59 STREET
22 EAST 128 STREET
46-35 OCEANIA STREET
233-15 MERRICK BOULEVARD
26-25 97TH STREET
701 Fort Washington Avenue
101 MAUJER STREET
2545 GUNTHER AVENUE
8787 24 AVENUE
108-10 109 AVENUE
31 NEW YORK AVENUE
244 EAST 163 STREET
80 SOUTH GOFF AVENUE
1780 DR. MARTIN LUTHER KING JR. BLVD
110 CHESTER STREET
222-14 JAMAICA AVENUE
1180 REV. J.A. POLITE AVE.
25 BRIGHTON  4TH ROAD
1573 MADISON AVENUE
4105 FARRAGUT ROAD
135-21 241 STREET
200-214 WEST 135TH STREET
433 EAST 100 STREET
455 SOUTHERN BLVD
62 PARK PLACE
14-14 29 AVENUE
166-01 116 AVENUE
3787 BEDFORD AVENUE
800 EAST GUN HILL ROAD
364 SACKMAN STREET
225 CLEVELAND AVENUE
3314 NEPTUNE AVENUE
512 CARROLL STREET
4125 CARPENTER AVENUE
270 WEST  70 STREET
1021 JENNINGS STREET
100-00 BEACH CHANNEL DRIVE
378 SENECA AVENUE
80 UNDERHILL AVENUE
260 PLEASANT AVENUE
240 CONVENT AVE
240 EAST 172 STREET
5800 20 AVENUE
33-09 35 AVENUE
250 WEST 127 STREET
156-10 BAISLEY BOULEVARD
31-51 21 STREET
2950 WEST  25 STREET
190-20 109 ROAD
45 EAST  81 STREET
99-01 34 AVENUE
639 ST. ANNS AVENUE
135 SCHENCK AVENUE
55-24 VAN HORN STREET
100 LUTEN AVENUE
93-11 101 AVENUE
348 DEISIUS STREET
200 WARDWELL AVENUE
72-24 GRAND AVENUE
86-50 109 STREET
1537 WASHINGTON AVENUE
100 ESSEX DRIVE
1600 WEBSTER AVENUE
"10 SOUTH STREET, SLIP 7"
660 WEST 236 STREET
1 WELLS STREET
180 6 AVENUE
1495 HERKIMER STREET
154 WEST  93 STREET
207 BUSHWICK AVENUE
510 EAST 141 STREET
141-11 HOLLY AVENUE
112 SCHERMERHORN STREET
32 ELVERTON AVENUE
37-15 13 STREET
1550 VYSE AVENUE
346 AVENUE P
9517 KINGS HIGHWAY
1363 FULTON AVENUE
2944 PITKIN AVENUE
525 WEST 44TH STREET
100 TOMPKINS AVENUE
26 BROADWAY
3710 BARNES AVENUE
25-05 37 AVENUE
7000 21 AVENUE
456 WHITE PLAINS ROAD
160 BEACH  29 STREET
121 SARATOGA AVENUE
349 CABRINI BOULEVARD
147-36 26 AVENUE
40 IRVING PLACE
1180 TINTON AVENUE
75 BROAD STREET
48-10 31 AVENUE
1401 EMMONS AVENUE
601 PARKSIDE AVENUE
101 WARREN STREET
111 BRISTOL STREET
168 HOOKER PLACE
1110 BOSTON ROAD
420 BEACH  51 STREET
750 CONCOURSE VILLAGE WEST
1625 11 AVENUE
3703 TENTH AVENUE
87-41 PARSONS BOULEVARD
230 EAST 105 STREET
61-02 98 STREET
109-89 204 STREET
120 WEST  30 STREET
211 THROOP AVENUE
1025 EASTERN PARKWAY
660 FOX STREET
93-06 63 DRIVE
150-91 87 ROAD
284 BALTIC STREET
800 BUSHWICK AVENUE
1420 EAST  68 STREET
370 MARCY AVENUE
301 WEST 140 STREET
2555 TRATMAN AVENUE
383 STATE STREET
1300 GREENE AVENUE
2581 7TH AVENUE
1224 PARK PLACE
160-20 GOETHALS AVENUE
155 TOMPKINS AVENUE
124 EAMES PLACE
92-07 175 STREET
57-00 223RD STREET
2075 WEBSTER AVENUE
3030 GODWIN TERRACE
1750 AMSTERDAM AVENUE
928 SIMPSON STREET
21-27 HIMROD STREET
1075 OCEAN VIEW AVENUE
70-02 54 AVENUE
276 WEST 151ST STREET
488 BEACH  66 STREET
60 EAST  94 STREET
40-20 100TH STREET
333 EAST 135 STREET
1100 NEWKIRK AVENUE
74-01 78 AVENUE
1150 EAST NEW YORK AVENUE
1700 MACOMBS ROAD
1825 PROSPECT AVENUE
76-05 51 AVENUE
218-12 HARTLAND AVENUE
2781 PITKIN AVENUE
911 FLATBUSH AVENUE
16-10 UTOPIA PARKWAY
62-10 108 STREET
980 MACE AVENUE
174-10 67 AVENUE
811 EAST 149 STREET
8101 15 AVENUE
601 OCEANVIEW AVENUE
400 EAST FORDHAM ROAD
133 EAST  53 STREET
279 EAST 196 STREET
631 Belmont Ave.
240 WEST 113 STREET
250 EAST 164 STREET
56-37 188 STREET
800 LYDIG AVENUE
91-37 222 STREET
125-20 SUTPHIN BOULEVARD
350 GERARD AVENUE
1037 EAST  54 STREET
1025 MORRISON AVENUE
2780 RESERVOIR AVENUE
255 IONIA AVENUE
82-37 KEW GARDENS ROAD
159-15 88 STREET
4550 CARPENTER AVENUE
1250 WARD AVENUE
180 BEACH  35 STREET
470 JACKSON AVENUE
425 WEST 123 STREET
86-37 53RD AVENUE
16 CLARKSON STREET
1551 EAST 172ND STREET
23-70 31 STREET
1355 HERKIMER STREET
237 7 AVENUE
439 WEST 49TH STREET
7109 6 AVENUE
1220 GERARD AVENUE
4305 7 AVENUE
4011 FILLMORE AVENUE
2151 WASHINGTON AVENUE
45-45 42ND STREET
140 PALMA DRIVE
2055 MAPES AVENUE
2163 DEAN STREET
230-17 HILLSIDE AVENUE
100 WEST  77 STREET
34-12 36 AVENUE
1075 PUGSLEY AVENUE
207- 01 116TH  AVENUE
850 KENT AVENUE
50 AVENUE X
417 6 AVENUE
690 EAST 183 STREET
400 EMPIRE BOULEVARD
202 AVENUE C
345 EAST  15TH STREET
7305 FT HAMILTON PARKWAY
2839 BEDFORD AVENUE
30-15 29 STREET
137-20 FRANKLIN AVENUE
241 EMERSON PLACE
1601 80 STREET
108-29 155 STREET
1000 TELLER AVENUE
37 HICKS STREET
200 WOODBINE STREET
9 POWER ROAD
300 WILLOUGHBY AVENUE
800 TAYLOR AVENUE
80 CATHERINE STREET
3117 AVENUE W
100 TRINITY PLACE
50 JEFFERSON AVENUE
968 CAULDWELL AVENUE
735 WEST END AVENUE
2021 BERGEN STREET
58 LAWRENCE AVENUE
179-01 90 AVENUE
99 TERRACE VIEW AVENUE
124 MONITOR STREET
50 JEFFERSON STREET
317 HOYT STREET
91-30 METROPOLITAN AVENUE
43 SNYDER AVENUE
220 WEST 121 STREET
3829 AVENUE K
131 IRWIN STREET
108-55 69 AVENUE
400 IRVING AVENUE
253-50 149 AVENUE
15-15 HAZEN STREET
1600 ROCKAWAY PARKWAY
549 AUDUBON AVENUE
490 HUDSON STREET
1957 NOSTRAND AVENUE
100 WEST MOSHOLU PARKWAY SOUTH
411 PEARL STREET
90-15 SUTTER AVENUE
175 WEST 166 STREET
29-66 137 STREET
74-10 COMMONWEALTH BOULEVARD
250 WEST HOUSTON STREET
4305 FT HAMILTON PARKWAY
40-01 43 AVENUE
351 WEST  18 STREET
1560 PURDY STREET
138-30 LAFAYETTE STREET
180 7 AVENUE
68-17 AUSTIN STREET
109 BAY 14TH STREET
600 EAST  6 STREET
152-20 11 AVENUE
450 BUEL AVENUE
2315 WASHINGTON AVENUE
144-176 EAST 128 STREET
5101 AVENUE M
7115 15 AVENUE
5800 TILDEN AVENUE
883 CLASSON AVENUE
141 MACON STREET
150 ALBANY AVENUE
2703 WEBSTER AVENUE
750 PROSPECT AVENUE
442 EAST HOUSTON STREET
770 GROTE STREET
345 BROOK AVENUE
227 STERLING PLACE
46-02 47 AVENUE
108-35 167 STREET
1116 SHERIDAN AVENUE
4360-78 BROADWAY
4140 HUTCHINSON RIVER PKWAY EA
320 EAST  96 STREET
561 GRAND AVENUE
168 MORNINGSIDE AVENUE
75 WEST 205 STREET
32 WEST  92 STREET
87-45 117 STREET
219 EAST 109 STREET
306 FORT WASHINGTON AVENUE
105 HAMILTON AVENUE
171-05 137TH AVENUE
1434 LONGFELLOW AVENUE
55 LAYTON AVENUE
3740 BAYCHESTER AVENUE
280 HART STREET
75-25 BELL BOULEVARD
3750 BAYCHESTER AVENUE
2365 WATERBURY AVE
942 62ND STREET
1171 65 STREET
225 ADELPHI STREET
71-77 CLINTON AVENUE
545 WILLOUGHBY AVENUE
856 QUINCY STREET
9115 5 AVENUE
2865 WEST 19TH STREET
213-10 92 AVENUE
1001 EAST  45 STREET
509 WEST 129 STREET
950 RHINELANDER AVENUE
415 AVENUE S
1580 DEAN STREET
7103 AVENUE T
58-01 136 STREET
1633 EAST  8 STREET
104-12 SPRINGFIELD BOULEVARD
1970 HOMECREST AVENUE
18 BEAVER STREET
1070 EAST 104 STREET
126-28 150 STREET
240 2 AVENUE
3010 BRIGGS AVENUE
1800 UTICA AVENUE
421 EAST 106 STREET
3450 EAST TREMONT AVENUE
30-14 30 STREET
111 COLUMBIA STREET
2185 BATHGATE AVENUE
251-11 WELLER AVENUE
564 JACKSON AVENUE
50 BEDFORD AVENUE
1871 WALTON AVENUE
750 BAYCHESTER AVENUE
34 WEST  14 STREET
18-25 212 STREET
45-35 VAN DAM STREET
2502 LORILLARD PLACE
2186 MILL AVENUE
74-03 COMMONWEALTH BOULEVARD
3441 STEENWICK AVENUE
1400 NEEDHAM AVENUE
93-02 69 AVENUE
105 EAST 106TH STREET
85 ST JOSEPHS AVENUE
283 ADAMS STREET
165-65 84 AVENUE
999 JAMAICA AVENUE
64 AVENUE X
86-02 127 STREET
970 VERMONT STREET
94-25 117 Street
4318 KATONAH AVENUE
3352 OLINVILLE AVENUE
965 EAST 107TH STREET
18 MARLBOROUGH ROAD
965 LONGWOOD AVENUE
191-02 90 AVENUE
1 ALBEMARLE ROAD
2951 WEST  3 STREET
225 WEST  24 STREET
242 COOPER STREET
1425 WALTON AVENUE
2475 SOUTHERN BOULEVARD
100 CLERMONT AVENUE
6015 18 AVENUE
1053 41ST STREET
2500 NOSTRAND AVENUE
27 HUNTINGTON STREET
215 HEYWARD STREET
778 FOREST AVENUE
371 89th Street
1155 DEKALB AVENUE
257 NORTH  6 STREET
170 GATES AVENUE
797 BUSHWICK AVENUE
272 MACDONOUGH STREET
485 CLAWSON STREET
107-25 WREN PLACE
120-45 235 STREET
2200 GRAVESEND NECK ROAD
41-77 LITTLE NECK PARKWAY
250 HOOPER STREET
132 WEST  89 STREET
132-55 RIDGEDALE STREET
586 WEST 177 STREET
1400 PENNSYLVANIA AVENUE
188 ROCHESTER AVENUE
2630 BENSON AVENUE
85-15 143 STREET
2121 5 AVENUE
2400 MARION AVENUE
560 WEST 169 STREET
144-39 GRAVETT ROAD
508 EAST 120 STREET
19 EAST 103 STREET
1925 SCHIEFFELIN AVENUE
530 STANLEY AVENUE
3000 EAST TREMONT AVENUE
100 IRVING AVENUE
350 LINWOOD STREET
60 COOK STREET
330 ALABAMA AVENUE
48-01 90 STREET
333 WEST  17 STREET
200 ADELAIDE AVENUE
335 EAST 152 STREET
577 EAST 179 STREET
3961 HILLMAN AVENUE
45-11 31ST AVE
20 HOUSTON STREET
590 SHEFFIELD AVENUE
100 NOLL STREET
535 BRIAR PLACE
8-21 BAY 25 STREET
8310 21ST AVENUE
2 RUSSELL PLACE
800 HOME STREET
825 4 AVENUE
149 EAST MOSHOLU PKWY
88-02 144 STREET
982 HEGEMAN AVENUE
3201 KINGSBRIDGE AVENUE
250 EAST 156 STREET
50 NAVY STREET
150 WEST 105 STREET
116 WEST  11 STREET
178-37 146 TERRACE
101-33 124 STREET
281 9 AVENUE
48-09 CENTER BOULEVARD
1290 SPOFFORD AVENUE
2750 LAFAYETTE AVENUE
890 BROADWAY
55-01 94 STREET
195-02 69 AVENUE
45-30 36 STREET
99 AVENUE P
95-16 89TH AVENUE
355 37 STREET
433 WEST 123 STREET
6214 4TH AVENUE
55 BATTERY PLACE
109-20 UNION HALL STREET
2800 OCEAN PARKWAY
499 WEST 133 STREET
55-20 METROPOLITAN AVENUE
6500 16 AVENUE
129 WEST  67 STREET
2024 MOHEGAN AVENUE
2021 Bergen Street
311 EAST  82 STREET
130-02 115 AVENUE
350 5 AVENUE
250 BERRY STREET
2525 HARING STREET
50 AVENUE P
